paragraph,label
in november 2021 apple filed a lawsuit against n so group and its parent company to hold it accountable for the surveillance and targeting of apple users the complaint provides new information on how n so group infected victims devices with its pegasus spyware to prevent further abuse and harm to its users apple is seeking a permanent injunction to bann so group from using any apple software services or devices,11
our commitment begins with treating everyone with dignity and respect but it does not end there we believe in the power of technology to empower and connect people around the world and that business can and should be a force for good,5
we conduct human rights due diligence to identify risks and work to mitigate them we also seek to remedy adverse impacts track and measure our progress and report our findings our board of directors adopted the policy and is responsible for overseeing and periodically reviewing it apples senior vice president and general counsel is responsible for its implementation and reports to the board and its committees on our progress and significant issues,15
we have worked to embed respect for human rights across our company in the technology we make the way we make it and how we treat people a number of teams are responsible for carrying out human rights due diligence including the privacy corporate and compliance teams within apples legal and global security organization as well as apples environment and supply chain innovation esci team within worldwide operations,2
we are deeply committed to building a more just and inclusive world and are moving forward with plans to conduct a civil rights audit,3
identifying human rights risks is the first step to addressing those risks through improvements to our policies and management systems we work to align our efforts with the business and human rights due diligence process set forth in the un gps to identify mitigate prevent and remedy human rights risks,10
we identify salient human rights risks through internal risk assessments and external industry level third party audits as well as through the channels we maintain with rights holders and other stakeholders including investors human rights and labor experts governments and international bodies such as the un,9
in addition to our own internal monitoring we consider reports identifying potential risks from external sources including international organizations policy makers shareholders civil society organizations news outlets customers individuals in the supply chain or supply chain communities whistleblower mechanisms and third party hotlines reports also come through the reporting mechanisms we make available directly to all supplier employees apple employees and the general public these reports can come to us in any language and can be anonymous,8
based on this due diligence examples of human rights issues of particular focus at apple include,2
across apple teams such as esc ieps i people privacy and others work to avoid prevent mitigate and where appropriate remediate human rights issues and impacts across apples business including through our commitments to,23
respecting human rights through our efforts to protect the planet in how we design build and recycle our products and through responsible sourcing and use of materials and natural resources,10
we are committed to continually assessing our progress and incorporating what we learn,17
the rainbow arches at apple park in cupertino california area nod to apples original logo and an expression of our inclusive values,8
at apple we are acting with urgency to protect our planets limited resources and to be a leader in the fight against climate change since 2020 we have been carbon neutral for our worldwide operations and by2030we plan to expand that progress to our entire supply chain and the lifetime use of our products and today nearly 20 percent of the materials in our products were made from recycled content a number we are working to increase,3
across our environmental work we are also committed to being a force for equity were working with communities on the front lines of climate change and the next generation of diverse entrepreneurs to create shared opportunity and to build a more just world,25
the environmental challenges we face today are significant and we are responding with urgency and dedication we approach our work by focusing on fundamental questions what matters most and where can we make the greatest impact these questions guide our work across our strategic focus areas of climate change resources and smarter chemistry,10
and inform our goals in how we can best achieve change,1
we know we are not alone in working to reduce our environmental footprint so we are engaging with others to support our efforts and find opportunities to lift local communities along the way,15
setting ambitious goals is essential to our approach to drive the innovation and collaboration that makes change possible and to be transparent and accountable to our progress,2
our work is led by lisa jackson apples vice president of environment policy and social initiatives reporting directly to ceo tim cook the environment policy and social initiatives team works with other teams across apple to set strategy engage stakeholders and communicate progress our integrated approach means that decisions about the environment are reviewed and supported at the highest levels of the company,10
our work began years ago making the transition to sourcing 100 percent renewable electricity at our offices retail stores and data centers,17
which we achieved in 2018andin2020 we reached the milestone of being carbon neutral for our corporate operations including direct emissions as well as business travel and employee commute,6
our10 year climate roadmap is addressing apples carbon footprint through five pillars,2
low carbon design we will design products and manufacturing processes to be less carbon intensive through thoughtful material selection increased material efficiency and greater product energy efficiency,10
energy efficiency we will increase energy efficiency at our facilities and in our supply chain by finding opportunities such as retrofitting to reduce energy use,14
renewable electricity we will continue to source 100 percent renewable electricity for our facilities and transition our entire supply chain to100 percent clean renewable sources of electricity,2
direct emissions abatement we will reduce direct greenhouse gas emissions in our facilities and our supply chain through process innovation emissions abatement and the use of non fossil based low carbon fuels,8
carbon removal working in parallel with our emissions reduction efforts we will scale up investments in carbon removal projects including nature based solutions that protect and restore ecosystems around the world,8
to reduce the carbon footprint of our products we are increasing efficiency and transitioning to materials from recycled sources and those made using low carb on energy in2021we continued to improve the carbon efficiency of the integrated circuits we use in our products components we have prioritized because they are carbon intensive for example switching to the apple m1chipforthe13inch macbookpro reduced the energy needed to manufacture and use the device driving down the products carbon footprint by over 8 percent,17
100 percent recycled aluminum in the enclosures of a number of products all ipad models in our line up now use100 percent recycled aluminum in their enclosures joining apple watch series 7applewatchse macbook air mac mini and the 14inchand16inch macbookpro devices for products released in 2021 that had enclosures made with primary aluminum we,25
to minimize the carbon footprint of our products we seek to create less waste in the processing of materials reduce machining time and the associated energy used more efficiently transform material into the shapes we need and maximize recovery and reprocessing of manufacturing scrap,13
prioritized the use of aluminum smelted using low carbon sources of electricity rather than fossil fuels for a lower carbon impact these changes alone have decreased the carbon emissions associated with our use of aluminum by68percentsince2015,22
we are focused on using less energy across our operations beginning with how we design operate and maintain our facilities and we continue these same efforts into our supply chain which benefits the communities where our suppliers operate drawing less energy from electrical grids many of which still rely heavily on fossil fuels helps reduce local air pollution and improve air quality for nearby communities,24
the emissions from manufacturing our products account for about 70 percent of apples gross carbon footprint we launched our supplier energy efficiency program in 2015 with the goal of helping suppliers optimize their facilities and operations to use as little energy as possible we provide guidance designed to help suppliers uncover opportunities for energy efficiency suppliers in our supplier energy efficiency program avoided more than 1150000 annualized metric tons of supply chain carbon emissions in fiscal year 2021,2
this past year we intensified our efforts to reduce apples emissions in fiscal year 2021weavoidedover23 million metric tons of emissions across all scopes initiatives that we ve been growing for years like sourcing 100 percent renewable electricity for our facilities transitioning suppliers to clean energy and using low carbon materials in products yielded indisputable results,5
thanks to this work we have begun to decouple business growth from emissions while our revenue grew33 percent our emissions grew by less than 5 percent to mitigate this increase in emissions we applied an additional 06 million tons of renewable energy credits recsand05 million metric tons of carbon offsets to proportionally cover electricity use and direct emissions respectively across our value chain this represents a short term bridging solution as we grow our carbon reduction programs to meet the scale of the challenge,9
net carbon emissions represents our total gross footprint minus carbon offsets applied to each category percentages shown for each emissions category represent the share of apples gross footprint totals add up to more than 100 percent due to rounding,8
even a few years ago not everyone in one community in south africa had electricity at home many people had been using battery powered lanterns because up front costs and other challenges put connecting to the grid out of reach as we worked with our partners to identify new renewable energy projects for our power for impact program we saw exciting potential in this community,15
our partner on the ground dc goa solar energy provider based in johannesburg got to work meeting members of the community and learning more about their needs ultimately dc go developed a pay as you go model that brought solar energy to 3500 homes that previously lacked access this was possible only because of the way they built relationships with community members and worked with apple top rice the solution in line with what people were already spending on batteries for their lanterns,2
in addition dc go hired and trained local people for jobs in sales maintenance and other roles that not only created local jobs but also helped to make sure the project and the community s access to electricity would be sustainable over time,24
with access to electricity in their homes kids can now do homework at night and families can cook meals indoors,15
our retail stores data centers and offices around the world currently source 100 percent renewable electricity we have focused our efforts to source renewables around several key pillars creating new renewable energy projects undertaking projects that deliver clear benefits to local communities and supporting renewable energy innovations about 15 gigawatts of apple created renewable electricity projects account for over 90 percent of the renewable electricity our facilities use,11
we continue to experience tremendous progress toward our goal of transitioning our manufacturing supply chain to100 percent renewable electricity by2030asofmarch2022213 manufacturing partners in 25 countries have committed to 100 percent renewable energy for apple production,9
over 70 percent of companies on apples supplier list those suppliers that make up 98 percent of apples direct spend for materials manufacturing and assembly of our products worldwide have committed to 100 percent renewable electricity in addition many other smaller suppliers have also made these commitments,2
to address the non electricity emissions associated with our materials and manufacturing processes we seek technological solutions through emissions abatement or switching to low carb on fuel options for example we partnered with aluminum companies and the governments of canada and quebec to help fund research and development fore lysis a technology that eliminates direct greenhouse gas emissions from aluminum smelting,15
many components essential to products like ours including integrated circuit chips and display panels currently rely on manufacturing processes that use fluorinated gases which have high global warming potential were partnering closely with key manufacturers to prevent these gases from being,8
to address emissions from shipping products to our customers we are shifting whenever possible toward less carbon intensive shipping modes such as rail and ocean and were seeking out technical innovations including alternative fuels and electric vehicles in fiscal year 2021appleavoided180000 metric tons of co2e by shifting the mode of transport and,8
reducing product weight through the removal of the power adapter from the box of iphone devices,15
in2020we conducted a climate scenario analysis to help us better understand the potential physical and transition effects of climate change to align with the task force on climate related financial disclosure st cfd recommendations we considered a range of future scenarios including a scenario below 2c and we assessed geographies around the world to capture both corporate and supplier activities the analysis highlighted how our renewable energy program and carbon neutrality goals could contribute to our corporate resiliency it also provided environmental data that we considered in developing business strategies including considerations around supply chain diversification as well as safeguarding our global assets,2
we are committed to managing regulatory reputational and market risks related to climate change for more information on these climate related risks and apples governance of these risks read our 2021cdp submission pdf,9
to address the emissions we can not yet avoid we are are investing in carbon removal projects in addition to removing carbon nature based carbon removal projects also offer important ecological and social benefits such as preserving biodiversity and enhancing the resilience of ecosystems while often providing economic development opportunities for local communities,10
we partnered with conservation international and goldman sachs to launch the innovative restore fund which seeks to blend responsible forestry practices with carbon removal were working with forestry managers to create sustainably managed forests that optimize for both carbon and wood production creating revenue from timber and generating high quality carbon credits apple will invest up to 200 million in projects that aim to remove carbon from the atmosphere and store it all while meeting clear social and environmental impact criteria and offering a financial return in its pilot phase there store fund has a goal of removing at least 1 million metric tons of carbon dioxide per year,12
as the restore fund projects come online we have partnered with conservation international to develop and invest in nature based carbon removal projects this includes a project to protect and restore 27000 acres of mangrove forests in colombia,15
we selected our first class of 15 businesses on the cutting edge of green technology and clean energy to begin the program in august 2021 the three month program included live virtual sessions online courses on supply chain management supplier diversity financial and legal subjects as well as one on one mentorship with an apple expert on topics from renewable energy to responsible sourcing,17
the goal of the impact accelerator is to better position the participating companies for growth to improve their abilities to take on larger contracts and to expand their customer base all while fostering their environmental commitment for example last october we announced that we will be working with the oc et is a kow in power authority formed by six sioux tribes to jointly develop tribal renewable energy resources on a project to create a wind power development in the midwest and following the success of this years class our efforts continue this spring applications opened for the next class to join our impact accelerator,9
for apples inaugural impact accelerator leaders from 15 companies participated in a three month virtual program with customized training and access to apple expert mentors,24
natural resources make our work possible and we take responsibility for how we source use and recycle the materials we rely on to create our products as a starting point this means sourcing responsibly minimizing our fresh water use and eliminating waste across our operations and those of our suppliers and we are also seeking to redefine the overall resource footprint of our products our goal is to one day make products using only responsibly sourced recycled and renewable materials,2
materials transitioning to only recycled or renewable materials in our products and packaging and maximizing material efficiency product longevity and recovery,4
water reducing water impacts in the manufacturing of our products use of our services and operation of our facilities at the same time transitioning to alternative sources improving the quality of water we discharge and protecting shared water resources,12
zero waste minimizing overall waste generated and eliminating waste sent to landfill from our manufacturing supply chain as well as corporate offices data centers and retail stores,2
we aim to make the best use of the materials we rely on to make our products that is why were focusing on three different levers to reduce our footprint and achieve circularity sourcing and efficiency product longevity and product end of life,15
last year we made progress across materials from expanding our use of recycled rare earth elements to designing cameras with recycled gold in september we introduced iphone13 with more certified recycled materials than any previous version of iphone we also introduced 100 percent recycled aluminum enclosures on every single model in the ipad lineup,5
in fiscal year 2021nearly20 percent of the material we shipped in products came from recycled and renewable sources,15
in fiscal year 2021we more than doubled our use of recycled tungsten rare earth elements and cobalt and introduced certified recycled gold for the first time in an apple product,11
we have made significant progress toward eliminating all plastics from our packaging by2025 this past year plastics accounted for only 4 percent of our packaging since 2015weve dedicated our efforts to replacing large plastic trays wraps and foam cushioning with fiber alternatives that have higher recovery rates and reduced environmental footprints,8
for the 24inchimac using corrugated fiber rather than foam for shock absorption allowed us to reduce plastic by72 percent,2
by effectively recovering the materials in our products we enable the circular supply chains that make the best use of finite resources through our work in this area we are reducing the need to mine new materials and the amount of energy needed to manufacture new products ultimately driving down emissions and conserving resources,2
sell products we continue to provide and participate in product take back and recycling collection programs with the help of customer and employee participation across recycling programs we directed more than 38000 metric tons of e waste to recycling globally in fiscal year 2021,9
we have also continued to innovate on disassembly technologies daisy the robot we designed to disassemble i phone devices has now been joined by dave which dismantles tap tic engines from i phone to enable the recovery of materials like rare earth elements tungsten and steel and taz designed to recycle modules containing rare earth magnets at our material recovery lab we are working on developing better more efficient means of disassembling products that maximize material recovery while minimizing waste,15
we are committed to managing the resources we share with the communities where we and our suppliers operate our efforts to address the water footprint of our corporate sites and of our suppliers sites focus on,2
appleworks with the alliance for water stewardship and others to promote water stewardship that protects the health of water basins including the kunshan watershed in china,2
metric tons of waste redirected from landfill by supplier facilities as part of apples zero waste program,10
the wellbeing of our employees customers people in our supply chain and the planet is a priority for apple which is why were committed to using safer materials to create safer products this commitment requires diligent work to build a comprehensive picture of chemicals across our supply chain to insist on rigorous chemical management processes to promote adoption of safer chemical alternatives and to innovate through design smarter approaches to making our products using safer chemistry in our products also enables recycling and material recovery so that our products can be the raw materials for the next generation,11
mapping and engagement engage our supply chain partners to comprehensively identify the chemicals in the materials used to make our products allowing us to drive change that goes beyond what is required for regulatory compliance,17
assessment and management assess the potential human health and environmental risks of chemicals to evaluate compliance with our requirements and inform product design,15
innovation drive the development and use of innovative materials that enable the creation of groundbreaking products and also support industrywide change,1
our full material disclosure fmd program maps the chemicals used in our products an effort that includes tens of thousands of parts and assemblies then we look at how our products are manufactured our chemical safety disclosure csd program engages with supply chain partners to get the most recent information on which materials are in use this information includes the volume of materials being consumed and how they re being applied stored and handled as well as the steps being taken to protect employees,0
more than 1000 supplier facilities have shared their chemical inventories as well as storage and safety protocols as part of our csd program through this process we have identified more than 17000 chemicals and applications these efforts contribute to a safer work environment for people across our supply chain,19
that only materials that meet our stringent requirements are used in apple products at our environmental testing lab we evaluate the safety of our products and materials through chemical analyses our chemists test materials for safety and monitor compliance with our specifications in fiscal year 2021we performed toxicological assessments on 1000 new materials to proactively evaluate and eliminate potentially harmful substances from our products,2
both the data we gather on chemicals and our rigorous assessments allow us to make informed decisions and manage chemicals for the safety of those who use make and recycle our products,10
the work we do in mapping assessing and managing the chemicals within our supply chain underpins our innovations we rely on detailed information on the material properties including toxicological data and environmental performance characteristics we also look,17
point in the product lifecycle from design to manufacturing to end of life this allows us to seek out and support the development of safer chemistries that have an impact on each phase and contribute to continually improving the overall safety of our products and processes,2
since the late 1990s we have diligently identified and removed potentially harmful chemicals from our products such as brominated flame retardant s beryllium mercury and lead we are also driving the use of safer process chemicals in our supply chain since 2018 all our final assembly sites have used only safer alternative cleaners and degreasers as we work toward minimizing potentially harmful chemistries in our products and processes we are making the transition to safer alternatives accessible to others through industry initiatives partnerships and standards with the hope of driving chemical safety across the industry,22
through our full material disclosure fmd program manufacturers share chemical ingredients used to make materials with apple,0
information on how chemicals are used how they restored and how employees are protected is shared with appleby suppliers through our chemical safety disclosure csd program,19
csd data informs and prioritizes supplier engagement helping to ensure rigorous chemical management practices and adoption of safer alternatives,1
the fmd and csd programs help support creation of best in class products in a responsible manner for our customers,15
with over 165000 team members around the world our people are at the heart of everything we do from their first day apple team members have the resources and opportunities to build new skill sets pursue new passions and feel supported and cared for at work and beyond,10
our people team supports our overall employee experience from hiring to retaining our talented team members through our inclusive culture learning opportunities compensation and benefits the team is led by deirdre obrien senior vice president of retail people reporting to ceo tim cook deirdre works with the people team to help apple connect with develop and care for team members and to help everyone do the best work of their lives,0
a safe environment is also integral to unlocking the potential of all of our team members and our commitment to environment health and safety ehs extends to contractors customers and communities as well we are working hard to make sure our people are safe no matter where they are when they are conducting business for apple we have procedures in place to identify and mitigate possible hazards and we are prepared to respond to any crises that may arise our senior vice president and chief financial officer cfo luca maestri oversees apples ehs program which is driven by an expert leadership team,25
we have robust workplace policies and practices including our business conduct policy human rights policy and ehs policy that articulate our strong commitment to our people and to creating an environment where they can do their best work,11
at apple we remain committed to building a more equitable and inclusive world by increasing diverse representation at every level fostering an inclusive culture that brings everybody in and ensuring equitable pay and access to opportunity for all,6
inclusive representation in leadership is a powerful driver of progress at apple leaders of all backgrounds are working to grow and develop our next generation of leaders from within we are committed to increasing the number of managers from underrepresented communities because differences in our backgrounds our identities and the way we think ultimately make our teams stronger and more innovative,12
accountability measures across the company allow us to track progress and build a foundation for lasting and durable change we are listening to employee feedback amplifying underrepresented voices and taking action to meet our teams needs,9
from hiring to development and engagement we are making sure every part of apple is increasing inclusion and representation senior leaders now have access to data that helps them assess how well they are driving diversity within their teams and organizations were building inclusion and diversity measures into our annual review process to create,3
consistency in how we drive and track progress in the last year we completed comprehensive data reviews with executive leadership and organizational action plans within every line of business,8
compared to the previous year open leadership roles filled by women globally increased by 10 percentage points overall and by8 percentage points in rd and in the yous open leadership roles filled by people from underrepresented communities u rcs increased by 16 percentage points overall and by9 percentage points in rd,22
open rd leadership roles filled by people from u rcs in the yous,0
open retail leadership roles in the yous filled by people from u rcs,10
u rcs groups whose representation in tech has been historically low female black hispanic latin x multiracial and indigenous peoples,23
to create products for everyone in the world we need a workforce with diverse backgrounds and experiences we are making continuous progress in building an apple community that,22
represents the diverse and ever changing world we live in and we are committed to far more,12
we are making progress in increasing representation and currently 50 percent of our workforce in the yous is made up of people from underrepresented communities with more than 165000 employees globally even a1 percent improvement impacts a substantial number of people and increasing overall representation requires focus to drive progress,8
need to develop inclusive interviewing skills all of our hiring managers and recruiters receive training in inclusive hiring practices our recruiters also receive training on how to continuously drive meaningful conversations with hiring managers to help implement these hiring practices with every role these trainings help mitigate inherent biases and create more consistent hiring experiences for all,8
we are working to accelerate progress through our diversity recruiting and hiring efforts across apple with a focus on technical engineering and leadership roles we are expanding our diversity outreach efforts including our ties with historically black colleges and universities hbcus hispanic serving institutions hsis and other organizations that serve and engage talent from underrepresented communities,8
over the past year we hired more black and hispanic latin x team members in the yous than ever before additionally in the open positions we filled during this time period representation of these communities was the highest ever incorporate and retail roles filled in the yous,2
we have built inclusion and diversity measures into our candidate assessment framework and we continue to make progress toward our goal of having more diverse interview panels and candidates so that diversity is reflected at every stage of the hiring process we are making sure everyone involved in the hiring process has access to the information and resources they,4
hours of management education including focus on mitigating bias and creating inclusive environments through apple university infy2021,17
coaching hours provided to managers and individuals in support of inclusion through apple university infy2021,9
hours for optional in depth courses exploring race and justice in the yous gender in the workforce and building inclusive products through apple university infy2021,9
apple team members have access to career development programs ongoing inclusion and diversity education and support throughout their career journey from new hire orientation to specialized classes for individual contributors and managers to talent planning and mentorship we are always finding new ways to help team members continue to learn thrive and advance in their careers in,8
